Jahr;Bundesland;Kennzahl;Wirtschaftszweig;Stoffgruppe;Verwendung(t);VerwendungCO2(1000t);Einfuhr(t);EinfuhrCO2(1000t);Ausfuhr(t);AusfuhrCO2(100t)
2023;Baden-Württemberg;WZ08-29;Herstellung von Kraftwagen und Kraftwagenteilen;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-29;Herstellung von Kraftwagen und Kraftwagenteilen;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-29;Herstellung von Kraftwagen und Kraftwagenteilen;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-29;Herstellung von Kraftwagen und Kraftwagenteilen;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-30;Sonstiger Fahrzeugbau;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-30;Sonstiger Fahrzeugbau;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-30;Sonstiger Fahrzeugbau;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-30;Sonstiger Fahrzeugbau;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-30;Sonstiger Fahrzeugbau;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-30;Sonstiger Fahrzeugbau;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-30;Sonstiger Fahrzeugbau;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-30;Sonstiger Fahrzeugbau;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-30;Sonstiger Fahrzeugbau;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-30;Sonstiger Fahrzeugbau;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-31;Herstellung von Möbeln;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-31;Herstellung von Möbeln;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-31;Herstellung von Möbeln;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-31;Herstellung von Möbeln;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-31;Herstellung von Möbeln;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-31;Herstellung von Möbeln;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-31;Herstellung von Möbeln;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-31;Herstellung von Möbeln;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-31;Herstellung von Möbeln;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-31;Herstellung von Möbeln;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-32;Herstellung von sonstigen Waren;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-32;Herstellung von sonstigen Waren;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-32;Herstellung von sonstigen Waren;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-32;Herstellung von sonstigen Waren;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-32;Herstellung von sonstigen Waren;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-32;Herstellung von sonstigen Waren;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-32;Herstellung von sonstigen Waren;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-32;Herstellung von sonstigen Waren;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-32;Herstellung von sonstigen Waren;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-32;Herstellung von sonstigen Waren;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);17,35;21,88;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;Blends;34,39;66,25;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-33;Reparatur u.Installation von Masch.u.Ausrüstungen;Insgesamt;51,75;88,13;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-35;Energieversorgung;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-35;Energieversorgung;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-35;Energieversorgung;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-35;Energieversorgung;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-35;Energieversorgung;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-35;Energieversorgung;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-35;Energieversorgung;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-35;Energieversorgung;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-35;Energieversorgung;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-35;Energieversorgung;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-38;Sammlung, Abfallbeseitigung, Rückgewinnung;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-43;Vorb.Baustellenarbeiten, Bauinstall., sonst.Ausbau;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-43;Vorb.Baustellenarbeiten, Bauinstall., sonst.Ausbau;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);27,13;32,85;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-43;Vorb.Baustellenarbeiten, Bauinstall., sonst.Ausbau;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-43;Vorb.Baustellenarbeiten, Bauinstall., sonst.Ausbau;Blends;62,10;123,93;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-43;Vorb.Baustellenarbeiten, Bauinstall., sonst.Ausbau;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-43;Vorb.Baustellenarbeiten, Bauinstall., sonst.Ausbau;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-43;Vorb.Baustellenarbeiten, Bauinstall., sonst.Ausbau;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-43;Vorb.Baustellenarbeiten, Bauinstall., sonst.Ausbau;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-43;Vorb.Baustellenarbeiten, Bauinstall., sonst.Ausbau;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-43;Vorb.Baustellenarbeiten, Bauinstall., sonst.Ausbau;Insgesamt;89,23;156,78;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);38,15;33,16;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;Blends;2,68;5,49;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;Insgesamt;40,83;38,65;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-46;Großhandel (ohne Handel mit Kraftfahrzeugen);FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-46;Großhandel (ohne Handel mit Kraftfahrzeugen);H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-46;Großhandel (ohne Handel mit Kraftfahrzeugen);H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-46;Großhandel (ohne Handel mit Kraftfahrzeugen);Blends;21,39;32,28;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-46;Großhandel (ohne Handel mit Kraftfahrzeugen);F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-46;Großhandel (ohne Handel mit Kraftfahrzeugen);H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-46;Großhandel (ohne Handel mit Kraftfahrzeugen);H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-46;Großhandel (ohne Handel mit Kraftfahrzeugen);FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-46;Großhandel (ohne Handel mit Kraftfahrzeugen);H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-46;Großhandel (ohne Handel mit Kraftfahrzeugen);Insgesamt;24,01;36,10;N/A;N/A;20,74;11,73
2023;Baden-Württemberg;WZ08-47;Einzelhandel (ohne Handel mit Kraftfahrzeugen);FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-47;Einzelhandel (ohne Handel mit Kraftfahrzeugen);H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-47;Einzelhandel (ohne Handel mit Kraftfahrzeugen);H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-47;Einzelhandel (ohne Handel mit Kraftfahrzeugen);Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-47;Einzelhandel (ohne Handel mit Kraftfahrzeugen);F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-47;Einzelhandel (ohne Handel mit Kraftfahrzeugen);H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-47;Einzelhandel (ohne Handel mit Kraftfahrzeugen);H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-47;Einzelhandel (ohne Handel mit Kraftfahrzeugen);FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-47;Einzelhandel (ohne Handel mit Kraftfahrzeugen);H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-47;Einzelhandel (ohne Handel mit Kraftfahrzeugen);Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-49;Landverkehr und Transport in Rohrfernleitungen;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-49;Landverkehr und Transport in Rohrfernleitungen;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-49;Landverkehr und Transport in Rohrfernleitungen;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-49;Landverkehr und Transport in Rohrfernleitungen;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-49;Landverkehr und Transport in Rohrfernleitungen;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-49;Landverkehr und Transport in Rohrfernleitungen;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-49;Landverkehr und Transport in Rohrfernleitungen;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-49;Landverkehr und Transport in Rohrfernleitungen;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-49;Landverkehr und Transport in Rohrfernleitungen;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-49;Landverkehr und Transport in Rohrfernleitungen;Insgesamt;6,49;8,46;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-50;Schifffahrt;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-50;Schifffahrt;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-50;Schifffahrt;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-50;Schifffahrt;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-50;Schifffahrt;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-50;Schifffahrt;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-50;Schifffahrt;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-50;Schifffahrt;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-50;Schifffahrt;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-50;Schifffahrt;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-56;Gastronomie;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-56;Gastronomie;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-56;Gastronomie;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-56;Gastronomie;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-56;Gastronomie;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-56;Gastronomie;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-56;Gastronomie;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-56;Gastronomie;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-56;Gastronomie;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-56;Gastronomie;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-62;Dienstleistungen der Informationstechnologie;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-62;Dienstleistungen der Informationstechnologie;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-62;Dienstleistungen der Informationstechnologie;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-62;Dienstleistungen der Informationstechnologie;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-62;Dienstleistungen der Informationstechnologie;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-62;Dienstleistungen der Informationstechnologie;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-62;Dienstleistungen der Informationstechnologie;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-62;Dienstleistungen der Informationstechnologie;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-62;Dienstleistungen der Informationstechnologie;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-62;Dienstleistungen der Informationstechnologie;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-64;Erbringung von Finanzdienstleistungen;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-64;Erbringung von Finanzdienstleistungen;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-64;Erbringung von Finanzdienstleistungen;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-64;Erbringung von Finanzdienstleistungen;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Baden-Württemberg;WZ08-64;Erbringung von Finanzdienstleistungen;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
